GROSS_LOAD,BURNER_POSITION,X_CORD,Y_CORD,Z_CORD,VELOCITY_SIN_BETA,LOC_IDENTIFIER
170,2356,1.1536,3.1724,70.9,3.8681762,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,3.4607999,70.9,6.2697115,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,3.7491999,70.9,5.0476136,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,4.0376,70.9,3.7133501,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,4.3259997,70.9,2.5695741,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,4.6143999,70.9,1.5422883,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,4.9028001,70.9,2.4188035,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,5.1911998,70.9,2.1922371,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,5.4796,70.9,3.3090987,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,5.7679996,70.9,1.6788243,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,6.0563998,70.9,3.2300546,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,6.3448,70.9,2.9571905,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,6.6331997,70.9,1.0260469,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,6.9215999,70.9,1.4084179,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,7.21,70.9,1.9733945,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,7.4983997,70.9,3.323308,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,7.7867999,70.9,2.0241024,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,8.0752001,70.9,3.4391692,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,8.3635998,70.9,5.3013082,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,8.6519995,70.9,7.4255104,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,8.9404001,70.9,5.4955544,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,9.2287998,70.9,3.0453885,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,9.5171995,70.9,1.9110665,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,9.8056002,70.9,3.0272572,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,10.094,70.9,4.8692737,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,10.3824,70.9,6.4050674,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,10.6708,70.9,6.0627494,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,10.9592,70.9,6.681356,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,11.2476,70.9,5.1143217,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,11.535999,70.9,3.2694666,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,11.8244,70.9,2.5013347,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,12.1128,70.9,2.9501696,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,12.401199,70.9,3.8925653,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,12.6896,70.9,5.112464,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,12.978,70.9,1.855314,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,13.266399,70.9,1.3166471,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,13.5548,70.9,2.3432033,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,13.8432,70.9,5.267838,B1_RH1_H0_C1_T1_LOC1
170,2356,1.1536,14.4,70.9,11.05754,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,0,70.9,1.4419999,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,0.288399995,70.9,8.486311,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,0.57679999,70.9,1.4762515,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,0.86519998,70.9,1.7669977,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,1.1536,70.9,2.2521241,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,1.4419999,70.9,1.3600782,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,1.7304,70.9,4.1863747,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,2.0188,70.9,4.437283,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,2.3072,70.9,2.652853,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,2.5955999,70.9,4.1065245,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,2.8839998,70.9,5.0941868,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,3.1724,70.9,4.011025,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,3.4607999,70.9,2.6207263,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,3.7491999,70.9,3.4189551,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,4.0376,70.9,4.6301675,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,4.3259997,70.9,6.5690665,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,4.6143999,70.9,4.3720393,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,4.9028001,70.9,3.7792261,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,5.1911998,70.9,4.7040124,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,5.4796,70.9,4.7309041,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,5.7679996,70.9,1.7817727,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,6.0563998,70.9,1.7434018,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,6.3448,70.9,2.0159481,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,6.6331997,70.9,2.6981747,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,6.9215999,70.9,1.5860002,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,7.21,70.9,2.281105,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,7.4983997,70.9,3.1287549,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,7.7867999,70.9,2.1687777,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,8.0752001,70.9,2.4296372,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,8.3635998,70.9,4.121069,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,8.6519995,70.9,3.3497629,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,8.9404001,70.9,3.92048,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,9.2287998,70.9,2.9994154,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,9.5171995,70.9,3.2636619,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,9.8056002,70.9,4.0461297,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,10.094,70.9,4.8630428,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,10.3824,70.9,6.8138485,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,10.6708,70.9,8.5653887,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,10.9592,70.9,8.164834,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,11.2476,70.9,4.2060061,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,11.535999,70.9,2.8428409,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,11.8244,70.9,2.6874223,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,12.1128,70.9,3.334785,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,12.401199,70.9,2.7173555,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,12.6896,70.9,3.4847295,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,12.978,70.9,5.6711483,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,13.266399,70.9,2.2860913,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,13.5548,70.9,3.9810107,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,13.8432,70.9,10.529808,B1_RH1_H0_C1_T1_LOC1
170,2356,1.4419999,14.4,70.9,12.891531,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,0,70.9,1.7304,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,0.288399995,70.9,7.6274028,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,0.57679999,70.9,2.5394325,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,0.86519998,70.9,1.4238183,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,1.1536,70.9,2.2207065,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,1.4419999,70.9,2.1960762,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,1.7304,70.9,4.7808576,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,2.0188,70.9,4.0396695,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,2.3072,70.9,2.8299375,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,2.5955999,70.9,4.3127809,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,2.8839998,70.9,3.3514853,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,3.1724,70.9,2.3977687,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,3.4607999,70.9,1.2354888,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,3.7491999,70.9,1.3390934,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,4.0376,70.9,2.2200687,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,4.3259997,70.9,4.226645,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,4.6143999,70.9,7.0654898,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,4.9028001,70.9,4.359632,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,5.1911998,70.9,4.8747358,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,5.4796,70.9,4.3022051,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,5.7679996,70.9,1.6970705,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,6.0563998,70.9,1.4849738,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,6.3448,70.9,2.9895368,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,6.6331997,70.9,3.6944821,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,6.9215999,70.9,1.7792664,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,7.21,70.9,3.5868173,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,7.4983997,70.9,3.7013254,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,7.7867999,70.9,2.9360321,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,8.0752001,70.9,2.3366475,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,8.3635998,70.9,3.8799493,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,8.6519995,70.9,3.4541013,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,8.9404001,70.9,3.190661,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,9.2287998,70.9,3.0426824,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,9.5171995,70.9,2.8126397,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,9.8056002,70.9,4.5732856,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,10.094,70.9,4.8281355,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,10.3824,70.9,3.8695331,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,10.6708,70.9,3.1381016,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,10.9592,70.9,2.7581139,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,11.2476,70.9,3.494724,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,11.535999,70.9,4.884634,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,11.8244,70.9,4.2357016,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,12.1128,70.9,2.6620827,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,12.401199,70.9,3.5698545,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,12.6896,70.9,3.3358653,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,12.978,70.9,13.166902,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,13.266399,70.9,6.9475989,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,13.5548,70.9,3.7608304,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,13.8432,70.9,7.8030596,B1_RH1_H0_C1_T1_LOC1
170,2356,1.7304,14.4,70.9,9.8469944,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,0,70.9,2.0188,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,0.288399995,70.9,7.2305255,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,0.57679999,70.9,4.2021527,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,0.86519998,70.9,2.2414682,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,1.1536,70.9,2.0735304,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,1.4419999,70.9,3.2131581,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,1.7304,70.9,6.0486197,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,2.0188,70.9,4.238318,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,2.3072,70.9,2.1485178,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,2.5955999,70.9,1.976528,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,2.8839998,70.9,1.9189773,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,3.1724,70.9,1.2407386,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,3.4607999,70.9,1.0674493,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,3.7491999,70.9,0.83532488,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,4.0376,70.9,0.82289523,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,4.3259997,70.9,2.3583581,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,4.6143999,70.9,4.2555447,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,4.9028001,70.9,2.4949293,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,5.1911998,70.9,1.9560894,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,5.4796,70.9,1.8248858,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,5.7679996,70.9,1.2072278,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,6.0563998,70.9,1.4559866,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,6.3448,70.9,2.2345059,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,6.6331997,70.9,2.817353,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,6.9215999,70.9,3.2628715,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,7.21,70.9,3.0142238,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,7.4983997,70.9,3.2769094,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,7.7867999,70.9,3.0135608,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,8.0752001,70.9,2.4472518,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,8.3635998,70.9,3.3078158,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,8.6519995,70.9,3.7183156,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,8.9404001,70.9,3.4014909,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,9.2287998,70.9,2.4934313,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,9.5171995,70.9,3.2675345,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,9.8056002,70.9,4.6389222,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,10.094,70.9,4.0892901,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,10.3824,70.9,4.3708525,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,10.6708,70.9,4.6885247,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,10.9592,70.9,3.5132163,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,11.2476,70.9,3.4320455,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,11.535999,70.9,5.5274272,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,11.8244,70.9,5.0486207,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,12.1128,70.9,3.2797899,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,12.401199,70.9,2.6995342,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,12.6896,70.9,3.7080812,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,12.978,70.9,7.9220057,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,13.266399,70.9,3.4770563,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,13.5548,70.9,2.4115269,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,13.8432,70.9,4.3343048,B1_RH1_H0_C1_T1_LOC1
170,2356,2.0188,14.4,70.9,12.490644,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,0,70.9,2.3072,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,0.288399995,70.9,5.6339407,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,0.57679999,70.9,2.7407556,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,0.86519998,70.9,2.5745721,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,1.1536,70.9,2.0634439,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,1.4419999,70.9,2.466274,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,1.7304,70.9,4.4717202,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,2.0188,70.9,5.2572799,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,2.3072,70.9,1.6900803,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,2.5955999,70.9,1.2679635,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,2.8839998,70.9,0.85942036,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,3.1724,70.9,1.3100582,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,3.4607999,70.9,1.5184542,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,3.7491999,70.9,1.014659,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,4.0376,70.9,0.94696957,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,4.3259997,70.9,1.4347095,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,4.6143999,70.9,3.098068,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,4.9028001,70.9,1.5654194,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,5.1911998,70.9,0.95187366,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,5.4796,70.9,0.78675389,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,5.7679996,70.9,2.3837678,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,6.0563998,70.9,5.0774097,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,6.3448,70.9,3.1151569,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,6.6331997,70.9,2.3602338,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,6.9215999,70.9,2.638099,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,7.21,70.9,4.0674176,B1_RH1_H0_C1_T1_LOC1
170,2356,2.3072,7.4983997,70.9,5.0486355,B1_RH1_H0_C1_T1_LOC1
